Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return
2020-04-01,1293.81005859375,1328.3399658203125,1248.1800537109375,1271.6300048828125,562800,0,0,-0.054775030734894536
2020-04-02,1270.969970703125,1334.989990234375,1241.219970703125,1260.0,573800,0,0,-0.009145745883751943
2020-04-03,1244.1800537109375,1279.1600341796875,1203.0799560546875,1230.6800537109375,442300,0,0,-0.023269798642113093
2020-04-06,1303.280029296875,1363.3499755859375,1292.81005859375,1356.6800537109375,751500,0,0,0.10238241825734096
2020-04-07,1412.010009765625,1495.0,1366.7900390625,1376.3699951171875,783400,0,0,0.014513327112307683
2020-04-08,1382.6500244140625,1428.719970703125,1360.010009765625,1372.06005859375,780900,0,0,-0.003131379308418114
2020-04-09,1424.760009765625,1450.0,1403.0,1420.6400146484375,1032800,0,0,0.03540658133032304
2020-04-13,1413.18994140625,1428.010009765625,1368.3900146484375,1421.010009765625,404400,0,0,0.00026044255643409286
2020-04-14,1460.0899658203125,1469.9599609375,1424.0,1449.4200439453125,579000,0,0,0.01999284592257955
2020-04-15,1407.8399658203125,1440.0,1390.6700439453125,1424.6099853515625,452800,0,0,-0.017117231610939476
2020-04-16,1432.3499755859375,1432.3499755859375,1391.02001953125,1407.4000244140625,488400,0,0,-0.01208047192878059
2020-04-17,1469.0,1484.6600341796875,1450.18994140625,1470.8699951171875,691300,0,0,0.04509732101898267
2020-04-20,1462.050048828125,1470.0,1410.0,1411.6300048828125,459200,0,0,-0.040275476711764235
2020-04-21,1382.81005859375,1387.739990234375,1317.4000244140625,1342.219970703125,652700,0,0,-0.04917013235734502
2020-04-22,1365.010009765625,1379.989990234375,1342.0,1355.0,356600,0,0,0.009521560977952204
2020-04-23,1354.050048828125,1388.989990234375,1350.7900390625,1360.0,372700,0,0,0.0036900369003689537
2020-04-24,1372.3900146484375,1374.5799560546875,1338.6600341796875,1362.77001953125,334500,0,0,0.002036779067095651
2020-04-27,1374.9300537109375,1411.239990234375,1371.0400390625,1402.989990234375,456900,0,0,0.02951339560358046
2020-04-28,1434.199951171875,1463.6500244140625,1410.800048828125,1439.3199462890625,613500,0,0,0.025894665184759136
2020-04-29,1487.8299560546875,1527.72998046875,1473.300048828125,1520.530029296875,703000,0,0,0.0564225370579996
2020-04-30,1514.530029296875,1520.4200439453125,1464.780029296875,1480.5699462890625,450900,0,0,-0.02628036424002156
2020-05-01,1442.75,1460.300048828125,1415.31005859375,1448.7900390625,458500,0,0,-0.02146464427852024
2020-05-04,1415.72998046875,1445.3199462890625,1388.510009765625,1413.300048828125,471400,0,0,-0.024496296411135154
2020-05-05,1443.25,1446.3599853515625,1383.8599853515625,1393.199951171875,425900,0,0,-0.014222102145200144
2020-05-06,1397.4599609375,1416.3599853515625,1356.0,1378.9100341796875,526600,0,0,-0.010256903167537246
2020-05-07,1392.260009765625,1448.5899658203125,1382.0,1443.9100341796875,654800,0,0,0.04713868083400263
2020-05-08,1440.989990234375,1444.25,1366.0999755859375,1430.8299560546875,877400,0,0,-0.009058790239954928
2020-05-11,1427.02001953125,1428.969970703125,1403.1199951171875,1411.0,564700,0,0,-0.01385905849313207
2020-05-12,1401.0899658203125,1413.97998046875,1385.1099853515625,1385.9200439453125,506900,0,0,-0.01777459677865878
2020-05-13,1379.3399658203125,1388.9200439453125,1336.3199462890625,1366.0699462890625,780900,0,0,-0.014322686032985366
2020-05-14,1348.739990234375,1388.93994140625,1303.25,1382.510009765625,708700,0,0,0.01203456932876823
2020-05-15,1377.010009765625,1409.489990234375,1372.1300048828125,1384.31005859375,632600,0,0,0.00130201504177907
2020-05-18,1430.0,1581.56005859375,1430.0,1557.4300537109375,1322000,0,0,0.12505868468011516
2020-05-19,1556.2900390625,1598.8299560546875,1544.1600341796875,1547.56005859375,828400,0,0,-0.006337360123281233
2020-05-20,1578.52001953125,1605.739990234375,1578.199951171875,1599.1500244140625,700000,0,0,0.033336325484641716
2020-05-21,1605.0,1623.43994140625,1575.7900390625,1595.6800537109375,631900,0,0,-0.002169884407434819
2020-05-22,1591.739990234375,1637.2900390625,1584.6500244140625,1631.300048828125,574600,0,0,0.022322767671594912
2020-05-26,1704.3199462890625,1764.9000244140625,1692.1099853515625,1746.9100341796875,1201000,0,0,0.0708698472942566
2020-05-27,1775.9300537109375,1788.0,1692.6099853515625,1698.72998046875,1017900,0,0,-0.027580157402645966
2020-05-28,1695.5899658203125,1708.0,1644.02001953125,1648.989990234375,664100,0,0,-0.029280692521038376
2020-05-29,1657.0,1657.0,1618.4300537109375,1639.4200439453125,696800,0,0,-0.005803519939925339
2020-06-01,1633.1199951171875,1684.1700439453125,1633.1199951171875,1670.72998046875,490100,0,0,0.019098178431495416
2020-06-02,1690.0,1692.050048828125,1653.5799560546875,1655.0,513600,0,0,-0.009415034537380351
2020-06-03,1704.030029296875,1743.8399658203125,1694.2900390625,1725.969970703125,597500,0,0,0.04288215752454683
2020-06-04,1714.9000244140625,1749.1800537109375,1706.0,1742.6400146484375,502400,0,0,0.009658362676218113
2020-06-05,1826.760009765625,1853.3800048828125,1802.8499755859375,1812.6400146484375,1034400,0,0,0.04016893874327909
2020-06-08,1846.5999755859375,1871.969970703125,1825.5699462890625,1840.9100341796875,672000,0,0,0.015596047368916288
2020-06-09,1808.0699462890625,1818.3399658203125,1770.0,1777.969970703125,450400,0,0,-0.03418964659215884
2020-06-10,1791.949951171875,1793.0,1717.719970703125,1733.31005859375,536400,0,0,-0.02511848503926839
2020-06-11,1655.8499755859375,1656.760009765625,1576.5699462890625,1588.3699951171875,920100,0,0,-0.08362039022271273
2020-06-12,1653.5699462890625,1663.989990234375,1572.8399658203125,1623.9200439453125,489400,0,0,0.022381465865893624
2020-06-15,1567.6600341796875,1664.9300537109375,1555.010009765625,1650.6700439453125,409800,0,0,0.01647248588360961
2020-06-16,1716.3199462890625,1721.8499755859375,1641.75,1673.739990234375,454600,0,0,0.013976110109760187
2020-06-17,1677.9200439453125,1678.5799560546875,1626.010009765625,1638.239990234375,355000,0,0,-0.02120998494815729
2020-06-18,1622.4000244140625,1658.0,1590.9300537109375,1628.3499755859375,546600,0,0,-0.006036975478191486
2020-06-19,1654.0,1657.489990234375,1600.0,1626.9100341796875,754200,0,0,-0.0008842947940179702
2020-06-22,1609.739990234375,1636.2900390625,1593.8699951171875,1633.52001953125,333900,0,0,0.00406290772857365
2020-06-23,1652.300048828125,1678.5,1640.0,1677.0999755859375,363300,0,0,0.02667855645086803
2020-06-24,1660.7099609375,1669.77001953125,1582.0,1610.3299560546875,597300,0,0,-0.03981278427239987
2020-06-25,1585.81005859375,1623.969970703125,1561.719970703125,1615.3900146484375,498600,0,0,0.0031422495586850285
2020-06-26,1597.300048828125,1611.7099609375,1532.8299560546875,1541.25,601700,0,0,-0.045896046141261304
2020-06-29,1567.77001953125,1595.300048828125,1540.47998046875,1593.219970703125,365800,0,0,0.03371936460867797
2020-06-30,1583.9000244140625,1603.239990234375,1566.4200439453125,1592.3399658203125,293600,0,0,-0.0005523436179526442
2020-07-01,1606.050048828125,1670.0,1601.1400146484375,1658.7900390625,538800,0,0,0.04173108423360783
2020-07-02,1690.1099853515625,1714.0899658203125,1658.4000244140625,1669.97998046875,360800,0,0,0.006745845551721752
2020-07-06,1706.18994140625,1738.0,1680.1700439453125,1703.760009765625,440800,0,0,0.020227804938951044
2020-07-07,1681.3599853515625,1697.3299560546875,1654.6600341796875,1657.449951171875,267100,0,0,-0.027181092600078394
2020-07-08,1662.0,1665.9599609375,1633.25,1661.300048828125,332500,0,0,0.00232290432270843
2020-07-09,1671.9000244140625,1679.699951171875,1627.47998046875,1670.280029296875,406600,0,0,0.005405393489926524
2020-07-10,1660.6800537109375,1708.800048828125,1652.97998046875,1707.4000244140625,323400,0,0,0.022223815447768747
2020-07-13,1720.8900146484375,1739.5799560546875,1685.010009765625,1686.760009765625,400600,0,0,-0.012088564105251609
2020-07-14,1668.68994140625,1703.56005859375,1652.68994140625,1696.22998046875,261100,0,0,0.0056142964312040355
2020-07-15,1747.0,1802.72998046875,1745.0400390625,1799.3399658203125,646800,0,0,0.06078773900875656
2020-07-16,1767.2099609375,1773.5,1730.6700439453125,1746.7900390625,251700,0,0,-0.029205112850286263
2020-07-17,1757.1199951171875,1757.1199951171875,1719.0400390625,1732.18994140625,368700,0,0,-0.008358244167734008
2020-07-20,1724.010009765625,1748.0,1700.4200439453125,1713.6500244140625,308300,0,0,-0.010703166291992305
2020-07-21,1735.9100341796875,1762.6700439453125,1703.6099853515625,1711.7099609375,382600,0,0,-0.0011321235076723335
2020-07-22,1717.9599609375,1728.3199462890625,1681.25,1720.5400390625,367500,0,0,0.005158629865169351
2020-07-23,1721.280029296875,1729.3299560546875,1692.1500244140625,1695.4599609375,263800,0,0,-0.014576863982000532
2020-07-24,1678.27001953125,1709.239990234375,1671.969970703125,1701.300048828125,324900,0,0,0.0034445448581372773
2020-07-27,1690.6400146484375,1711.8800048828125,1671.010009765625,1702.8299560546875,223900,0,0,0.0008992577338819974
2020-07-28,1696.3399658203125,1702.8399658203125,1677.2900390625,1681.75,210600,0,0,-0.012379366465649855
2020-07-29,1688.8599853515625,1724.4000244140625,1676.949951171875,1707.5400390625,311300,0,0,0.01533523951984539
2020-07-30,1683.800048828125,1699.2099609375,1657.1600341796875,1687.739990234375,205400,0,0,-0.011595657129654158
2020-07-31,1687.8699951171875,1692.25,1625.6099853515625,1662.1300048828125,305200,0,0,-0.015174129605121212
2020-08-03,1665.9100341796875,1669.8900146484375,1634.68994140625,1650.239990234375,201300,0,0,-0.007153480542140711
2020-08-04,1641.0,1680.0,1635.3499755859375,1675.1300048828125,240200,0,0,0.015082663609977454
2020-08-05,1700.1300048828125,1734.4300537109375,1683.3900146484375,1724.77001953125,314400,0,0,0.029633529638739997
2020-08-06,1702.0,1765.97998046875,1700.72998046875,1751.7900390625,451100,0,0,0.015665868043435394
2020-08-07,1813.4000244140625,1821.449951171875,1742.0,1754.47998046875,566000,0,0,0.0015355387039930335
2020-08-10,1760.0,1785.8900146484375,1731.050048828125,1768.5799560546875,357100,0,0,0.008036555414083546
2020-08-11,1818.27001953125,1847.4200439453125,1800.010009765625,1805.0999755859375,476000,0,0,0.020649346050894968
2020-08-12,1816.300048828125,1828.0,1805.5,1808.0699462890625,274200,0,0,0.0016453220006060754
2020-08-13,1799.06005859375,1823.97998046875,1789.0,1792.969970703125,220200,0,0,-0.008351433315358814
2020-08-14,1780.0,1787.219970703125,1768.27001953125,1778.8699951171875,262500,0,0,-0.007864033316970831
2020-08-17,1792.3900146484375,1792.3900146484375,1750.0,1752.9200439453125,244500,0,0,-0.01458788514231224
2020-08-18,1750.0,1792.0,1744.1300048828125,1778.9100341796875,238900,0,0,0.014826683238716942
2020-08-19,1783.010009765625,1807.0899658203125,1760.3199462890625,1767.469970703125,311600,0,0,-0.006430939877090425
2020-08-20,1751.9000244140625,1774.949951171875,1746.010009765625,1768.68994140625,245900,0,0,0.0006902356041951219
2020-08-21,1763.0,1785.050048828125,1754.6700439453125,1779.3699951171875,270400,0,0,0.006038397946926732
2020-08-24,1803.56005859375,1837.719970703125,1796.93994140625,1834.43994140625,362400,0,0,0.030949126061573073
2020-08-25,1836.02001953125,1858.2900390625,1816.4100341796875,1853.800048828125,313200,0,0,0.010553688340995127
2020-08-26,1838.800048828125,1883.969970703125,1835.010009765625,1866.969970703125,394400,0,0,0.007104283918497822
2020-08-27,1892.5799560546875,1924.8599853515625,1874.27001953125,1893.5,398900,0,0,0.014210206759181832
2020-08-28,1896.1500244140625,1955.6099853515625,1895.22998046875,1945.25,320800,0,0,0.027330340639028172
2020-08-31,1922.469970703125,1936.5,1908.1300048828125,1910.449951171875,321200,0,0,-0.017889756498200793
2020-09-01,1905.1300048828125,1937.0,1899.72998046875,1928.8599853515625,315900,0,0,0.009636491219461085
2020-09-02,1940.0,1955.4000244140625,1895.6500244140625,1948.72998046875,335300,0,0,0.010301419111852228
2020-09-03,1952.1500244140625,1966.219970703125,1909.8900146484375,1945.449951171875,428100,0,0,-0.0016831625364978064
2020-09-04,1947.969970703125,1962.5999755859375,1906.0799560546875,1917.739990234375,379300,0,0,-0.014243471501699911
2020-09-08,1886.8599853515625,1930.0799560546875,1882.93994140625,1891.5999755859375,346900,0,0,-0.01363063542583931
2020-09-09,1887.550048828125,1910.0799560546875,1823.4000244140625,1871.0699462890625,460900,0,0,-0.010853261557330907
2020-09-10,1871.0,1901.9000244140625,1811.739990234375,1816.5899658203125,341800,0,0,-0.029117019690686252
2020-09-11,1813.52001953125,1835.02001953125,1769.97998046875,1783.739990234375,382800,0,0,-0.018083318857870845
2020-09-14,1803.0,1805.449951171875,1774.5999755859375,1784.5899658203125,377000,0,0,0.0004765131636847997
2020-09-15,1797.4100341796875,1817.739990234375,1785.0,1787.0,268000,0,0,0.0013504694220218827
2020-09-16,1800.0,1837.8299560546875,1787.9000244140625,1806.6600341796875,382300,0,0,0.011001697918123998
2020-09-17,1783.18994140625,1805.8399658203125,1756.489990234375,1787.2099609375,480600,0,0,-0.010765762719170735
2020-09-18,1791.1600341796875,1794.52001953125,1720.0,1732.280029296875,629300,0,0,-0.030735018739382447
2020-09-21,1676.199951171875,1688.0899658203125,1632.1700439453125,1652.3900146484375,656100,0,0,-0.04611841809482997
2020-09-22,1659.219970703125,1679.3399658203125,1625.0,1674.0,434000,0,0,0.01307801739298231
2020-09-23,1692.0999755859375,1693.0899658203125,1633.739990234375,1638.469970703125,288900,0,0,-0.021224629209602774
2020-09-24,1617.280029296875,1680.3499755859375,1601.010009765625,1650.5699462890625,394100,0,0,0.007384923619164541
2020-09-25,1635.0,1660.739990234375,1612.0,1657.77001953125,302600,0,0,0.0043621739620154365
2020-09-28,1694.989990234375,1729.25,1671.25,1700.4000244140625,296300,0,0,0.02571527074356572
2020-09-29,1700.1500244140625,1712.27001953125,1670.4100341796875,1672.97998046875,228400,0,0,-0.01612564311433784
2020-09-30,1682.6400146484375,1729.7900390625,1679.0,1710.6800537109375,326100,0,0,0.022534682830827713
2020-10-01,1735.5400390625,1750.0,1730.0,1742.97998046875,339500,0,0,0.018881337096171125
2020-10-02,1698.989990234375,1720.0,1684.030029296875,1710.7099609375,269900,0,0,-0.018514280079437007
2020-10-05,1705.280029296875,1720.469970703125,1662.469970703125,1706.7900390625,317000,0,0,-0.0022914006257681585
2020-10-06,1714.0899658203125,1759.030029296875,1700.0999755859375,1709.7099609375,330400,0,0,0.0017107680547536752
2020-10-07,1724.0,1761.1800537109375,1720.0,1758.8499755859375,215500,0,0,0.02874172565590727
2020-10-08,1770.06005859375,1794.530029296875,1753.0,1788.81005859375,262900,0,0,0.017033904780782594
2020-10-09,1807.0,1828.81005859375,1786.7099609375,1817.8900146484375,264900,0,0,0.01625659242857136
2020-10-12,1830.8299560546875,1866.0,1826.6600341796875,1845.0,357000,0,0,0.014912885341308968
2020-10-13,1840.0,1846.97998046875,1771.8699951171875,1780.969970703125,426200,0,0,-0.03470462292513554
2020-10-14,1783.3800048828125,1791.1700439453125,1730.8800048828125,1732.5999755859375,316800,0,0,-0.027159354684734516
2020-10-15,1700.0,1711.1600341796875,1686.4200439453125,1702.1099853515625,321600,0,0,-0.01759782446266267
2020-10-16,1704.0,1712.8399658203125,1667.5799560546875,1667.8699951171875,416200,0,0,-0.02011620314142204
2020-10-19,1679.75,1686.469970703125,1652.3699951171875,1653.02001953125,317900,0,0,-0.008903557009486307
2020-10-20,1673.0,1688.72998046875,1661.0999755859375,1671.7099609375,292600,0,0,0.011306542682737675
2020-10-21,1660.0,1704.260009765625,1657.3800048828125,1702.030029296875,284500,0,0,0.018137158399398112
2020-10-22,1714.18994140625,1797.3699951171875,1702.3800048828125,1792.02001953125,475100,0,0,0.05287215189237915
2020-10-23,1800.7900390625,1826.1600341796875,1788.949951171875,1823.550048828125,316800,0,0,0.01759468585910251
2020-10-26,1775.1300048828125,1793.27001953125,1714.1199951171875,1749.2900390625,294900,0,0,-0.040722770298159294
2020-10-27,1738.56005859375,1745.0,1685.3599853515625,1697.7099609375,244900,0,0,-0.029486292709151485
2020-10-28,1663.1700439453125,1669.97998046875,1602.550048828125,1605.050048828125,420800,0,0,-0.05457935350641807
2020-10-29,1600.0,1643.0999755859375,1589.0,1630.260009765625,340900,0,0,0.015706650989423254
2020-10-30,1620.780029296875,1634.9599609375,1591.0999755859375,1622.5,411100,0,0,-0.004759982897906356
2020-11-02,1653.5,1653.5,1598.010009765625,1604.1300048828125,342700,0,0,-0.011322030888867518
2020-11-03,1622.7900390625,1682.3299560546875,1598.780029296875,1669.5799560546875,341100,0,0,0.04080090202954367
2020-11-04,1702.969970703125,1751.8299560546875,1674.800048828125,1713.3199462890625,423200,0,0,0.026198200377138603
2020-11-05,1734.010009765625,1783.1700439453125,1734.010009765625,1768.31005859375,388200,0,0,0.032095647064515065
2020-11-06,1721.0400390625,1796.010009765625,1701.0899658203125,1783.75,452300,0,0,0.008731467273634497
2020-11-09,2049.0,2128.02001953125,2013.219970703125,2118.239990234375,1649300,0,0,0.18752066726524186
2020-11-10,2079.590087890625,2103.0,1989.6099853515625,2007.43994140625,738500,0,0,-0.05230759939333662
2020-11-11,1996.949951171875,2008.0,1955.699951171875,2000.02001953125,441300,0,0,-0.0036962111403453513
2020-11-12,1975.0,1990.0,1953.1500244140625,1962.9200439453125,381500,0,0,-0.018549802113797198
2020-11-13,1970.0,2069.889892578125,1970.0,2052.8701171875,445500,0,0,0.04582462414586952
2020-11-16,2117.8701171875,2121.989990234375,2060.780029296875,2109.610107421875,845900,0,0,0.027639347350484345
2020-11-17,2080.0,2091.52001953125,2057.9599609375,2081.25,339100,0,0,-0.013443293299601033
2020-11-18,2076.0,2103.510009765625,2044.02001953125,2044.5999755859375,376700,0,0,-0.017609621340090142
2020-11-19,2022.8399658203125,2054.97998046875,2000.0,2010.969970703125,388800,0,0,-0.01644820761243282
2020-11-20,2017.5999755859375,2036.52001953125,1987.8399658203125,1992.77001953125,307800,0,0,-0.009050334633048496
2020-11-23,2004.8699951171875,2042.06005859375,2000.0,2019.8399658203125,336500,0,0,0.01358407945911888
2020-11-24,2050.0,2107.030029296875,2026.6099853515625,2103.449951171875,445600,0,0,0.041394361318920714
2020-11-25,2108.739990234375,2118.9599609375,2043.8499755859375,2063.800048828125,215900,0,0,-0.018849938560059454
2020-11-27,2067.860107421875,2083.719970703125,2048.280029296875,2052.669921875,117200,0,0,-0.005393025821200492
2020-11-30,2057.669921875,2058.0,2019.8699951171875,2028.449951171875,335500,0,0,-0.011799252497937562
2020-12-01,2047.2099609375,2088.85009765625,2030.0,2052.669921875,295800,0,0,0.011940137191520428
2020-12-02,2052.669921875,2097.989990234375,2036.8800048828125,2078.419921875,247700,0,0,0.012544637462451158
2020-12-03,2096.800048828125,2122.030029296875,2065.179931640625,2096.6298828125,337300,0,0,0.008761444569426624
2020-12-04,2103.699951171875,2138.969970703125,2090.0,2125.030029296875,339500,0,0,0.01354561752514849
2020-12-07,2119.969970703125,2137.429931640625,2085.0,2128.780029296875,321500,0,0,0.0017646809448810252
2020-12-08,2093.06005859375,2128.2099609375,2082.449951171875,2086.64990234375,342300,0,0,-0.019790737593043062
2020-12-09,2100.469970703125,2170.030029296875,2076.81005859375,2107.110107421875,697900,0,0,0.009805288877230423
2020-12-10,2094.989990234375,2151.580078125,2079.18994140625,2104.8701171875,380200,0,0,-0.0010630627353004352
2020-12-11,2090.219970703125,2104.02001953125,2050.1298828125,2089.2099609375,354500,0,0,-0.007439963217742318
2020-12-14,2120.090087890625,2143.06005859375,2065.080078125,2066.010009765625,339200,0,0,-0.011104652766189327
2020-12-15,2078.219970703125,2105.820068359375,2055.010009765625,2098.050048828125,314700,0,0,0.015508172231041062
2020-12-16,2118.199951171875,2118.199951171875,2077.39990234375,2098.7099609375,238600,0,0,0.0003145359233653888
2020-12-17,2117.949951171875,2126.949951171875,2070.52001953125,2113.429931640625,295300,0,0,0.0070138184775896395
2020-12-18,2118.75,2118.75,2087.929931640625,2099.64990234375,536200,0,0,-0.006520220562116208
2020-12-21,2050.0,2071.820068359375,2024.02001953125,2068.199951171875,357100,0,0,-0.014978664365315697
2020-12-22,2068.35009765625,2069.360107421875,2031.3900146484375,2052.820068359375,198800,0,0,-0.007436361655354218
2020-12-23,2055.389892578125,2114.14990234375,2050.429931640625,2100.85009765625,314700,0,0,0.023397096529390815
2020-12-24,2119.0,2119.0,2081.0,2088.35009765625,182500,0,0,-0.00594997235354644
2020-12-28,2129.449951171875,2152.260009765625,2124.4599609375,2137.919921875,251000,0,0,0.023736357363826066
2020-12-29,2165.97998046875,2200.0,2153.9599609375,2185.39990234375,341900,0,0,0.02220849339722175
2020-12-30,2200.0,2214.010009765625,2174.969970703125,2205.260009765625,229700,0,0,0.009087630781247746
2020-12-31,2198.070068359375,2227.969970703125,2185.0,2227.27001953125,176600,0,0,0.009980686934038419
2021-01-04,2250.0,2257.18994140625,2121.2099609375,2164.080078125,334000,0,0,-0.028371028592011016
2021-01-05,2164.0,2225.93994140625,2154.56005859375,2188.070068359375,348200,0,0,0.011085537211340313
2021-01-06,2175.889892578125,2288.489990234375,2160.0,2249.81005859375,393400,0,0,0.028216642203175768
2021-01-07,2278.14990234375,2288.0,2219.77001953125,2239.85009765625,299700,0,0,-0.004427023027768651
2021-01-08,2256.340087890625,2289.97998046875,2248.469970703125,2281.5400390625,310500,0,0,0.01861282656811447
2021-01-11,2252.429931640625,2290.0400390625,2214.030029296875,2221.27001953125,320600,0,0,-0.02641637600014035
2021-01-12,2237.360107421875,2243.639892578125,2191.6298828125,2196.340087890625,259400,0,0,-0.011223278314396845
2021-01-13,2168.39990234375,2208.080078125,2168.39990234375,2182.419921875,239600,0,0,-0.0063378918831253905
2021-01-14,2185.27001953125,2215.780029296875,2178.77001953125,2182.590087890625,273100,0,0,7.79712528828913e-05
2021-01-15,2179.2900390625,2179.2900390625,2116.0,2119.22998046875,318100,0,0,-0.029029778781369697
